,num bidders,avg (vv_1 + vv2)
0,100.0,6.836487302416171
1,110.0,6.989637467536286
2,120.0,7.12408974634055
3,130.0,7.209776931601298
4,140.0,7.3069207943109165
5,150.0,7.400798308708194
6,160.0,7.465221822437417
7,170.0,7.576524709977611
8,180.0,7.687100587691738
9,190.0,7.729939912427234
10,200.0,7.8318043299013524
11,210.0,7.898558171072679
12,220.0,7.912052564428927
13,230.0,7.970997287351806
14,240.0,8.06844099696867
15,250.0,8.142399281625572
16,260.0,8.22225903475279
17,270.0,8.241873755316938
18,280.0,8.305227013579422
19,290.0,8.34398752609773
20,300.0,8.396520721930687
21,310.0,8.4160406743737
22,320.0,8.487555926994586
23,330.0,8.525409996093009
24,340.0,8.550481041688803
25,350.0,8.589863986794818
26,360.0,8.650651639111304
27,370.0,8.684525882416413
28,380.0,8.709422936597417
29,390.0,8.750482746718497
30,400.0,8.79540442724741
31,410.0,8.825630887661143
32,420.0,8.88540808646298
33,430.0,8.920019929283187
34,440.0,8.910793275077616
35,450.0,8.986184985111569
36,460.0,8.996024131555313
37,470.0,9.049956017499465
38,480.0,9.064611356500315
39,490.0,9.101515190233814
40,500.0,9.130574032070088
